1.95,-0.08,355.52,1,0
3.95,-0.33,349.99,1,0
5.91,-0.75,346.93,1,0
7.86,-1.24,344.99,1,0
9.80,-1.79,343.55,1,0
11.67,-2.34,342.96,1,0
13.58,-2.98,339.77,1,0
15.45,-3.73,336.60,1,0
17.27,-4.60,332.38,1,0
19.01,-5.60,327.75,1,0
20.65,-6.66,327.00,1,0
22.36,-7.73,329.01,1,0
24.11,-8.72,332.35,1,0
25.93,-9.58,336.82,1,0
27.81,-10.30,341.11,1,0
29.67,-10.89,344.05,1,0
31.63,-11.40,346.36,1,0
33.59,-11.84,348.12,1,0
35.56,-12.24,349.18,1,0
37.48,-12.59,349.61,1,0
39.46,-12.95,350.18,1,0
41.44,-13.27,351.95,1,0
43.44,-13.52,353.90,1,0
45.39,-13.67,356.51,1,0
47.40,-13.78,357.10,1,0
49.41,-13.88,357.19,1,0
51.42,-13.99,356.61,1,0
53.37,-14.12,355.62,1,0
55.38,-14.29,354.46,1,0
57.38,-14.52,352.31,1,0
61.30,-15.11,351.35,1,0
63.29,-15.41,351.39,1,0
65.28,-15.73,350.37,1,0
67.26,-16.07,350.41,1,0
69.20,-16.39,350.71,1,0
71.18,-16.70,351.53,1,0
73.17,-17.00,351.09,1,0
75.16,-17.30,352.40,1,0
77.16,-17.55,353.03,1,0
79.10,-17.78,353.19,1,0
81.10,-18.03,352.60,1,0
83.10,-18.29,352.46,1,0
85.10,-18.55,352.83,1,0
87.04,-18.78,353.63,1,0
89.04,-18.98,355.07,1,0
91.04,-19.14,355.59,1,0
93.05,-19.29,356.22,1,0
95.00,-19.39,358.09,1,0
97.01,-19.41,0.40,1,0
99.02,-19.38,1.34,1,0
100.98,-19.33,1.76,1,0
102.99,-19.25,2.86,1,0
104.94,-19.13,4.23,1,0
106.94,-18.93,7.48,1,0
108.87,-18.62,10.99,1,0
110.83,-18.17,14.49,1,0
112.77,-17.61,17.98,1,0
114.61,-16.95,21.25,1,0
116.47,-16.17,24.71,1,0
118.21,-15.29,28.22,1,0
