0.57, -0.01, 358.28, 1, 0
1.14, -0.03, 356.61, 1, 0
1.71, -0.08, 355.01, 1, 0
2.28, -0.13, 353.72, 1, 0
2.80, -0.20, 352.49, 1, 0
3.36, -0.28, 351.42, 1, 0
3.88, -0.36, 350.64, 1, 0
4.44, -0.45, 350.06, 1, 0
5.00, -0.55, 349.70, 1, 0
5.51, -0.65, 349.50, 1, 0
6.08, -0.75, 349.50, 1, 0
6.59, -0.85, 349.71, 1, 0
7.15, -0.95, 350.08, 1, 0
7.72, -1.04, 350.63, 1, 0
8.23, -1.13, 351.20, 1, 0
8.80, -1.21, 351.86, 1, 0
9.36, -1.29, 352.57, 1, 0
9.93, -1.36, 353.28, 1, 0
10.45, -1.41, 354.12, 1, 0
11.02, -1.47, 354.98, 1, 0
11.54, -1.51, 355.76, 1, 0
12.10, -1.55, 356.62, 1, 0
12.67, -1.58, 357.48, 1, 0
13.24, -1.60, 358.27, 1, 0
13.76, -1.61, 359.13, 1, 0
14.33, -1.61, 359.94, 1, 0
14.91, -1.61, 0.72, 1, 0
15.43, -1.60, 1.44, 1, 0
16.00, -1.58, 2.15, 1, 0
16.57, -1.56, 2.82, 1, 0
17.14, -1.53, 3.40, 1, 0
17.66, -1.49, 3.94, 1, 0
18.23, -1.45, 4.44, 1, 0
18.75, -1.41, 4.87, 1, 0
19.32, -1.36, 5.34, 1, 0
19.89, -1.30, 5.75, 1, 0
20.41, -1.25, 6.08, 1, 0
20.98, -1.19, 6.40, 1, 0
21.55, -1.12, 6.63, 1, 0
22.07, -1.06, 6.81, 1, 0
22.63, -0.99, 6.96, 1, 0
23.20, -0.92, 7.12, 1, 0
23.72, -0.86, 7.16, 1, 0
24.29, -0.79, 7.16, 1, 0
24.81, -0.72, 7.16, 1, 0
25.33, -0.66, 7.09, 1, 0
25.90, -0.59, 6.88, 1, 0
26.46, -0.52, 6.49, 1, 0
27.03, -0.46, 6.14, 1, 0
27.55, -0.40, 5.75, 1, 0
28.11, -0.35, 5.36, 1, 0
28.68, -0.30, 5.00, 1, 0
29.20, -0.25, 4.61, 1, 0
29.77, -0.21, 4.25, 1, 0
30.34, -0.17, 3.94, 1, 0
30.86, -0.13, 3.73, 1, 0
31.43, -0.10, 3.49, 1, 0
32.00, -0.06, 3.26, 1, 0
32.52, -0.04, 3.05, 1, 0
33.09, -0.01, 2.88, 1, 0
33.66, 0.02, 2.72, 1, 0
34.23, 0.05, 2.56, 1, 0
34.76, 0.07, 2.42, 1, 0
35.33, 0.09, 2.26, 1, 0
35.90, 0.12, 2.13, 1, 0
36.42, 0.14, 2.06, 1, 0
36.99, 0.16, 1.98, 1, 0
37.56, 0.18, 1.93, 1, 0
38.08, 0.19, 1.93, 1, 0
38.61, 0.21, 1.93, 1, 0
39.18, 0.23, 1.97, 1, 0
39.75, 0.25, 2.05, 1, 0
40.32, 0.27, 2.12, 1, 0
40.84, 0.29, 2.25, 1, 0
41.41, 0.31, 2.43, 1, 0
41.98, 0.34, 2.67, 1, 0
42.50, 0.36, 2.88, 1, 0
43.07, 0.39, 3.12, 1, 0
43.64, 0.43, 3.35, 1, 0
44.20, 0.46, 3.57, 1, 0
44.73, 0.49, 3.85, 1, 0
45.30, 0.53, 4.16, 1, 0
45.87, 0.58, 4.48, 1, 0
