2.90,-0.27,349.68,1,0
5.70,-1.03,340.50,1,0
8.35,-2.16,334.52,1,0
10.94,-3.42,334.13,1,0
13.58,-4.58,338.79,1,0
16.33,-5.44,346.61,1,0
19.18,-5.84,357.32,1,0
22.05,-5.67,9.23,1,0
24.82,-4.89,22.10,1,0
27.34,-3.49,35.13,1,0
29.48,-1.58,47.96,1,0
31.15,0.76,60.48,1,0
32.28,3.41,72.77,1,0
32.82,6.23,85.21,1,0
32.72,9.11,98.00,1,0
32.01,11.90,109.94,1,0
30.75,14.49,121.68,1,0
29.00,16.77,132.70,1,0
26.86,18.69,142.87,1,0
24.42,20.24,151.86,1,0
21.77,21.38,160.86,1,0
18.99,22.12,169.03,1,0
16.13,22.47,176.75,1,0
13.25,22.43,184.24,1,0
10.40,22.04,191.07,1,0
7.61,21.31,197.63,1,0
4.90,20.32,202.40,1,0
2.27,19.13,205.95,1,0
-0.29,17.80,208.39,1,0
-2.83,16.41,208.43,1,0
-9.86,12.85,204.28,1,0
-12.51,11.70,202.68,1,0
-15.18,10.63,201.14,1,0
-17.89,9.64,199.15,1,0
-20.62,8.73,198.21,1,0
-23.36,7.82,198.42,1,0
-26.10,6.90,198.41,1,0
-28.83,6.00,198.40,1,0
-31.56,5.08,198.98,1,0
-34.29,4.12,199.61,1,0
-36.99,3.13,200.70,1,0
-39.68,2.08,202.03,1,0
-42.34,0.96,203.35,1,0
-44.97,-0.20,204.28,1,0
-47.59,-1.41,205.20,1,0
-50.19,-2.66,205.81,1,0
-52.80,-3.92,206.10,1,0
-55.38,-5.20,206.24,1,0
-57.97,-6.47,206.55,1,0
-60.55,-7.76,206.41,1,0
-63.13,-9.04,206.49,1,0
-65.72,-10.32,205.95,1,0
-68.31,-11.57,205.39,1,0
-70.94,-12.78,204.43,1,0
-73.58,-13.94,202.89,1,0
-76.25,-15.05,202.63,1,0
-78.92,-16.15,201.78,1,0
-81.60,-17.21,201.38,1,0
-84.29,-18.24,200.36,1,0
-87.00,-19.21,199.30,1,0
-94.54,-21.59,195.49,1,0
-97.32,-22.35,194.97,1,0
-100.12,-23.09,194.97,1,0
-102.91,-23.85,195.33,1,0
-105.69,-24.62,195.59,1,0
-108.46,-25.41,196.27,1,0
-111.22,-26.24,197.19,1,0
-113.97,-27.11,198.20,1,0
-116.70,-28.04,199.56,1,0
-119.40,-29.04,201.01,1,0
-122.08,-30.11,202.58,1,0
-124.72,-31.26,204.11,1,0
-127.34,-32.47,205.66,1,0
-129.93,-33.74,206.46,1,0
-132.48,-35.05,208.08,1,0
-135.00,-36.45,209.53,1,0
-137.49,-37.91,211.92,1,0
-139.89,-39.51,214.90,1,0
-142.21,-41.22,218.28,1,0
-144.40,-43.10,222.98,1,0
-146.41,-45.17,228.78,1,0
-148.16,-47.46,236.49,1,0
-149.54,-49.98,245.82,1,0
-150.46,-52.71,257.02,1,0
-150.80,-55.57,269.20,1,0
-150.49,-58.44,282.20,1,0
-149.57,-61.16,294.84,1,0
-148.04,-63.62,308.24,1,0
-146.01,-65.66,320.89,1,0
-143.58,-67.22,333.28,1,0
-135.87,-68.50,6.99,1,0
-133.07,-67.83,19.31,1,0
-130.48,-66.58,31.83,1,0
-128.23,-64.79,44.35,1,0
-126.41,-62.56,56.69,1,0
-125.11,-60.00,68.95,1,0
-124.37,-57.22,80.83,1,0
-124.21,-54.34,92.17,1,0
-124.62,-51.49,103.62,1,0
-125.58,-48.78,114.84,1,0
-127.04,-46.30,125.61,1,0
-128.93,-44.13,135.88,1,0
-131.16,-42.30,144.79,1,0
-133.64,-40.84,153.91,1,0
-136.33,-39.78,162.73,1,0
-139.13,-39.14,171.12,1,0
-142.00,-38.91,179.34,1,0
-144.88,-39.09,187.22,1,0
-147.71,-39.64,194.57,1,0
-150.45,-40.52,200.54,1,0
-153.10,-41.66,205.50,1,0
-155.66,-42.98,208.64,1,0
-158.17,-44.40,209.98,1,0
-160.67,-45.85,209.87,1,0
-163.19,-47.25,207.99,1,0
-165.77,-48.52,204.98,1,0
-168.41,-49.68,202.31,1,0
-171.10,-50.72,200.03,1,0
-173.82,-51.67,199.03,1,0
-176.55,-52.60,198.42,1,0
-184.21,-54.94,196.22,1,0
-186.98,-55.76,196.63,1,0
-189.74,-56.59,197.05,1,0
-192.49,-57.45,197.40,1,0
-195.24,-58.33,197.94,1,0
-197.98,-59.22,198.08,1,0
-200.72,-60.12,197.95,1,0
-203.47,-61.00,197.88,1,0
-206.21,-61.90,198.07,1,0
-208.96,-62.79,198.07,1,0
-211.71,-63.69,197.75,1,0
-214.46,-64.56,197.69,1,0
-217.21,-65.44,197.80,1,0
-219.95,-66.34,198.46,1,0
-222.68,-67.27,199.56,1,0
-225.39,-68.26,200.17,1,0
-228.10,-69.27,200.61,1,0
-230.79,-70.29,201.00,1,0
-233.48,-71.34,202.05,1,0
-236.14,-72.44,202.69,1,0
-238.79,-73.58,203.57,1,0
-241.42,-74.76,205.11,1,0
-244.01,-76.00,205.59,1,0
-246.62,-77.25,206.07,1,0
-249.21,-78.52,205.89,1,0
-251.81,-79.78,205.76,1,0
-254.42,-81.01,204.88,1,0
-257.04,-82.23,204.70,1,0
-259.67,-83.42,204.31,1,0
-262.30,-84.59,203.32,1,0
-269.77,-87.50,199.24,1,0
-272.51,-88.41,197.62,1,0
-275.27,-89.24,195.82,1,0
-278.05,-89.99,194.61,1,0
-280.85,-90.68,193.19,1,0
-283.66,-91.30,191.82,1,0
-286.49,-91.86,190.45,1,0
-289.33,-92.38,190.39,1,0
