2.90,-0.22,352.02,1,0
5.71,-0.81,344.08,1,0
8.42,-1.80,336.44,1,0
11.00,-3.10,330.71,1,0
13.47,-4.58,328.28,1,0
15.93,-6.09,329.04,1,0
18.43,-7.53,330.82,1,0
20.97,-8.90,332.54,1,0
23.54,-10.19,334.16,1,0
26.16,-11.41,335.76,1,0
28.80,-12.56,337.35,1,0
31.48,-13.62,338.92,1,0
34.18,-14.63,340.37,1,0
36.91,-15.55,342.18,1,0
39.67,-16.40,343.08,1,0
42.43,-17.25,342.82,1,0
45.19,-18.09,343.21,1,0
47.95,-18.93,343.21,1,0
50.72,-19.76,343.09,1,0
53.47,-20.63,341.98,1,0
56.20,-21.57,340.54,1,0
58.92,-22.53,340.35,1,0
61.64,-23.50,340.19,1,0
64.36,-24.50,339.76,1,0
67.07,-25.50,339.52,1,0
69.77,-26.50,340.00,1,0
72.49,-27.48,340.36,1,0
75.21,-28.43,341.00,1,0
77.94,-29.34,342.15,1,0
80.69,-30.20,343.33,1,0
88.31,-32.19,348.30,1,0
91.14,-32.72,350.34,1,0
94.00,-33.13,353.11,1,0
96.87,-33.41,355.91,1,0
99.75,-33.51,0.02,1,0
102.63,-33.39,4.96,1,0
105.48,-32.99,11.04,1,0
108.27,-32.24,18.95,1,0
110.90,-31.08,28.87,1,0
113.26,-29.44,40.08,1,0
115.24,-27.35,53.24,1,0
116.70,-24.86,65.36,1,0
117.58,-22.12,78.51,1,0
117.82,-19.24,91.70,1,0
117.41,-16.40,104.03,1,0
116.38,-13.71,117.03,1,0
114.81,-11.30,129.02,1,0
112.74,-9.29,142.12,1,0
110.28,-7.80,155.05,1,0
107.55,-6.89,167.79,1,0
104.68,-6.62,180.85,1,0
101.82,-6.99,193.55,1,0
99.12,-7.98,206.07,1,0
96.69,-9.52,217.88,1,0
94.61,-11.51,229.30,1,0
92.97,-13.87,240.76,1,0
91.83,-16.52,251.70,1,0
91.19,-19.32,262.03,1,0
91.05,-22.20,272.22,1,0
91.41,-25.06,281.19,1,0
94.51,-32.30,305.27,1,0
96.37,-34.50,314.45,1,0
98.53,-36.40,322.50,1,0
100.93,-38.00,329.90,1,0
103.51,-39.29,336.62,1,0
106.20,-40.32,341.36,1,0
108.96,-41.15,344.70,1,0
111.76,-41.85,346.82,1,0
114.56,-42.51,346.25,1,0
117.35,-43.24,344.50,1,0
120.12,-44.05,342.30,1,0
122.84,-45.00,339.33,1,0
125.51,-46.07,337.13,1,0
128.15,-47.23,335.62,1,0
130.76,-48.45,334.50,1,0
133.36,-49.71,333.90,1,0
135.94,-51.01,332.80,1,0
138.51,-52.33,332.65,1,0
141.08,-53.66,332.76,1,0
143.63,-54.99,332.10,1,0
146.19,-56.35,332.16,1,0
148.74,-57.70,331.82,1,0
151.27,-59.09,330.47,1,0
153.77,-60.53,329.81,1,0
156.27,-61.98,329.86,1,0
158.77,-63.43,329.82,1,0
161.27,-64.88,329.96,1,0
163.77,-66.33,329.78,1,0
166.25,-67.79,329.09,1,0
168.73,-69.28,329.22,1,0
175.64,-73.25,331.31,1,0
178.17,-74.62,331.92,1,0
180.73,-75.96,332.60,1,0
183.30,-77.27,333.58,1,0
185.90,-78.52,334.62,1,0
188.51,-79.74,335.58,1,0
